iter	RMSE
356	0.1084834328
357	0.1083686852
358	0.1082766568
359	0.1082256519
360	0.1081608587
361	0.1080828364
362	0.1080279519
363	0.1079860545
364	0.1078952068
365	0.1078467498
366	0.1077766205
367	0.107718005
368	0.1076378813
369	0.1075605627
370	0.1074696861
371	0.1074389808
372	0.1073835956
373	0.1072937891
374	0.1072497235
375	0.1071761005
376	0.1070599362
377	0.1070015188
378	0.1069061732
379	0.1067987859
380	0.1067208672
381	0.106638934
382	0.1065426987
383	0.1065131818
384	0.1064672509
385	0.1063509074
386	0.1062844316
387	0.1061814649
388	0.1061017333
389	0.1060679466
390	0.1060201548
391	0.1059191703
392	0.1058327196
393	0.1057566598
394	0.10572822
395	0.1056386183
396	0.1055600911
397	0.1055406822
398	0.1054444815
399	0.1053911787
400	0.1053865614
401	0.1053702977
402	0.1053290456
403	0.1052834232
404	0.105234975
405	0.1051737325
406	0.1050703162
407	0.104968152
408	0.1048723924
409	0.1047946482
410	0.1047456129
411	0.1047311129
412	0.1046932749
413	0.1045826268
414	0.1045366153
415	0.1045178005
416	0.1044530914
417	0.1044169027
418	0.1043862602
419	0.1043294383
420	0.1042719736
421	0.1042378102
422	0.1041556703
423	0.1041019681
424	0.1040680997
425	0.1040605922
426	0.1040109847
427	0.1039585333
428	0.1038885671
429	0.1038296854
430	0.10377777
431	0.1037269069
432	0.10366959
433	0.1035717661
434	0.1034970303
435	0.1034257664
436	0.1033614552
437	0.103275406
438	0.1032257736
439	0.1031665272
440	0.1031120237
441	0.1030120875
442	0.1029270621
443	0.1028744682
444	0.1028031142
445	0.1027752173
446	0.1027281867
447	0.1026753112
448	0.1026350276
449	0.102530752
450	0.1025157579
451	0.1024608557
452	0.1024108036
453	0.102309317
454	0.1022232509
455	0.1021720972
456	0.1021297842
457	0.1020663973
458	0.1020254644
459	0.101957994
460	0.1019235855
461	0.1018625775
462	0.1017979392
463	0.101748278
464	0.1016985786
465	0.101622371
466	0.1015421953
467	0.1015046775
468	0.1014212672
469	0.1013412315
470	0.1012418249
471	0.1011965242
472	0.101173604
473	0.1010917936
474	0.100993394
475	0.1009274808
476	0.1008689989
477	0.1008474424
478	0.1007795278
479	0.1007447417
480	0.1006918763
481	0.1006298279
482	0.1005757341
483	0.1005247473
484	0.1004154083
485	0.1003495687
486	0.1003264194
487	0.1002888798
488	0.1002123016
489	0.1000873794
490	0.1000746271
491	0.10003063
492	0.09999646544
493	0.09995699798
494	0.09988654781
495	0.09987926086
496	0.09980871502
497	0.099742847
498	0.09970103412
499	0.09964031371
500	0.09958853251
501	0.09956295039
502	0.09948122302
503	0.09942995021
504	0.09942440392
505	0.09926834859
506	0.09922840044
507	0.09916883604
508	0.09909392976
509	0.09904321704
510	0.09897438501
511	0.09890633316
512	0.09884563613
513	0.09881348473
514	0.09872932063
515	0.0986986522
516	0.0986350911
517	0.09855473346
518	0.09852225758
519	0.09848997145
520	0.09844544279
521	0.09837809623
522	0.09829431029
523	0.09823931968
524	0.0981675475
525	0.09814037656
526	0.09806784073
527	0.09801016457
528	0.09794919331
529	0.09790288966
530	0.09783775472
531	0.09781754463
532	0.09771479812
533	0.09767335603
534	0.09762080152
535	0.09752171343
536	0.09745476376
537	0.09737807484
538	0.09735082739
539	0.09733016419
540	0.09721957574
541	0.09713680828
542	0.09705780124
543	0.09699469493
544	0.09695953058
545	0.09692004681
546	0.09686159708
547	0.09681696898
548	0.096732843
549	0.09671355206
550	0.09670287524
551	0.09665199616
552	0.0965920835
553	0.09650645588
554	0.0964486123
555	0.09638160114
556	0.09636754343
557	0.0963390225
558	0.09628581914
559	0.09625001321
560	0.09621129858
561	0.09615804937
562	0.09608066086
563	0.09601088332
564	0.09598081134
565	0.09593166338
566	0.09588201212
567	0.0958312539
568	0.09577119354
569	0.09573233388
570	0.09566879947
571	0.09559540654
572	0.09552169496
573	0.09545597458
574	0.09540445997
575	0.09536071624
576	0.09535722484
577	0.09532862564
578	0.0952485925
579	0.09520690842
580	0.09517818811
581	0.09510179091
582	0.0950037491
583	0.09497928286
584	0.09495231338
585	0.09489833517
586	0.0948675258
587	0.09478450507
588	0.0946930929
589	0.09459208202
590	0.09454152338
591	0.09448776619
592	0.09442484759
593	0.09438456921
594	0.09429505125
595	0.09421459276
596	0.09418985361
597	0.09407180982
598	0.09403052291
599	0.09399567593
600	0.09398806035
601	0.09392786916
602	0.09383072894
603	0.09378410449
604	0.09375391672
605	0.09369452586
606	0.09367166564
607	0.09361819169
608	0.09356843489
609	0.09352799289
610	0.09342137572
611	0.09335717699
612	0.09331795141
613	0.09326657896
614	0.09319519472
615	0.09313843943
616	0.09306545877
617	0.09304945465
618	0.09299891098
619	0.09295408975
620	0.09285963351
621	0.09275013833
622	0.09268417994
623	0.0926179802
624	0.09255574037
625	0.09251168977
626	0.09247309957
627	0.09243303594
628	0.09237249381
629	0.09230449452
630	0.09227484216
631	0.09225555805
632	0.09218169903
633	0.09213663993
634	0.09201997322
635	0.09197642544
636	0.09187277947
637	0.09185013655
638	0.09173243698
639	0.091694859
640	0.09161322494
641	0.09154389879
642	0.09147615691
643	0.09140905296
644	0.09134320262
645	0.09125347188
646	0.09121923525
647	0.0911494077
648	0.09111012897
649	0.09101890332
650	0.09097137148
651	0.09090812661
652	0.09082534136
653	0.09079811608
654	0.09075263313
655	0.0906835932
656	0.09061997953
657	0.09059193673
658	0.09056171307
659	0.09051227682
660	0.0904364365
661	0.09037058445
662	0.09032643464
663	0.09026745739
664	0.09022455052
665	0.09018075016
666	0.09015416029
667	0.09009140994
668	0.09004543116
669	0.08999054378
670	0.08996245102
671	0.08983602574
672	0.0897946176
673	0.08971870238
674	0.0896687917
675	0.08961432182
676	0.0895791489
677	0.0895476663
678	0.08951493759
679	0.08943845766
680	0.08934476751
681	0.0892730283
682	0.08919341482
683	0.08915249878
684	0.08908148178
685	0.08903081576
686	0.08897066965
687	0.08892117531
688	0.08885640717
689	0.0888061102
690	0.08870084672
691	0.08864261
692	0.08855487991
693	0.08846642049
694	0.08838351441
695	0.08829095922
696	0.08822166701
697	0.08814856071
698	0.0881300262
699	0.08802478108
700	0.08793808373
701	0.0878943073
702	0.08785253756
703	0.08778184615
704	0.08771599567
705	0.0876357596
706	0.08756478453
707	0.08752766072
708	0.08745704274
709	0.08737377684
710	0.08732901037
711	0.08726430165
712	0.0871722194
713	0.08710283676
714	0.08703026706
715	0.08700146772
716	0.08697149807
717	0.08691028239
718	0.08681631452
719	0.08675123928
720	0.08673040798
721	0.0866522266
722	0.08657436849
723	0.08651022202
724	0.0864198976
725	0.08633099199
726	0.08629577106
727	0.08627522698
728	0.08622857895
729	0.08614350797
730	0.08609444355
731	0.08605537558
732	0.08602275472
733	0.08596068606
734	0.0858429737
735	0.08578437405
736	0.08573156654
737	0.08567702936
738	0.08563386243
739	0.08559882888
740	0.08558044037
741	0.08555517983
742	0.08550855037
743	0.08538132089
744	0.08532276907
745	0.08522614158
746	0.08517329079
747	0.08512085796
748	0.08504985926
749	0.08498994668
750	0.08490456125
751	0.08482641228
752	0.08477919036
753	0.08466817785
754	0.08461613921
755	0.08455024063
756	0.08446096723
757	0.08442629547
758	0.08435257874
759	0.08429640163
760	0.08424352244
761	0.08411639571
762	0.08406148688
763	0.08397886166
764	0.08394018392
765	0.08389284237
766	0.08384636998
767	0.0837838004
768	0.08372162162
769	0.08369068818
770	0.08362907782
771	0.08360499233
772	0.08354371692
773	0.08349364583
774	0.08344117787
775	0.08338167968
776	0.08330610165
777	0.08323812352
778	0.08315604233
779	0.08308887119
780	0.08302933852
781	0.08292644554
782	0.08288784672
783	0.08286162091
784	0.08280088663
785	0.08274262937
786	0.08268438101
787	0.08259680885
788	0.08249175129
789	0.0824541002
790	0.08238285509
791	0.08231710863
792	0.08225549853
793	0.082182007
794	0.08215092486
795	0.08207877892
796	0.08202005398
797	0.08194587
798	0.08188823021
799	0.08180528939
800	0.081759419
801	0.08172903513
802	0.08169350697
803	0.08162199528
804	0.08158026184
805	0.08149449682
806	0.08146739383
807	0.08142156003
808	0.08132693142
809	0.08127348271
810	0.08125474256
811	0.08117920702
812	0.08112514247
813	0.08107810061
814	0.08101464778
815	0.08096506542
816	0.08091799162
817	0.08082595535
818	0.0807733667
819	0.08070676258
820	0.08065885953
821	0.0805652457
822	0.08053846796
823	0.08048343821
824	0.08041766421
825	0.08036042709
826	0.08030487629
827	0.08020005181
828	0.08012996486
829	0.08009159203
830	0.0799945687
831	0.07994764802
832	0.07990960128
833	0.0798891289
834	0.07985665536
835	0.07979082202
836	0.07970679378
837	0.0796595316
838	0.07960136004
839	0.0795406631
840	0.07945368728
841	0.0793925622
842	0.07933727465
843	0.07930339745
844	0.07920606387
845	0.0791458136
846	0.07909121916
847	0.07900819618
848	0.07892031236
849	0.07885321305
850	0.07879833088
851	0.07873020304
852	0.07867573353
853	0.07861313752
854	0.07856609502
855	0.07851208507
856	0.07847061991
857	0.07841099406
858	0.07835951285
859	0.07830514866
860	0.07825095761
861	0.07819912591
862	0.07816117747
863	0.07808143641
864	0.07802308672
865	0.07795894416
866	0.07788754602
867	0.07780409623
868	0.07774878273
869	0.07768265922
870	0.07766080248
871	0.07760643063
872	0.07753601524
873	0.07746093275
874	0.07742591371
875	0.07737579935
876	0.07731432522
877	0.07725946103
878	0.07719135154
879	0.07714574262
880	0.07705943367
881	0.07698079345
882	0.07697836273
883	0.07694760106
884	0.07692735919
885	0.07686242122
886	0.07678953325
887	0.07669291163
888	0.07660597781
889	0.0765529813
890	0.07649490311
891	0.07643794588
892	0.07638186781
893	0.07634405176
894	0.07627135916
895	0.07621545652
896	0.07613348406
897	0.07606158204
898	0.07599978913
899	0.07593714066
900	0.07585139881
901	0.07579158489
902	0.07573817684
903	0.07568358317
904	0.07562528775
905	0.07558671363
906	0.07553473131
907	0.07549054138
908	0.07542308707
909	0.07536362403
910	0.07532047568
911	0.07527201007
912	0.07521545168
913	0.07516534361
914	0.07513256688
915	0.07509755079
916	0.07501295669
917	0.07495041098
918	0.07487228471
919	0.0748285328
920	0.07477349301
921	0.07471295713
922	0.07466368436
923	0.07458458106
924	0.0745255168
925	0.07444642809
926	0.07438661257
927	0.07432446876
928	0.07427778725
929	0.07421946631
930	0.07416784258
931	0.07413377429
932	0.07408770322
933	0.07403181662
934	0.07398984439
935	0.0739658594
936	0.07390782588
937	0.07383416936
938	0.07381101016
939	0.07372354084
940	0.07364174175
941	0.07361231053
942	0.07356660022
943	0.07348379203
944	0.07344320683
945	0.07339766754
946	0.07332621973
947	0.07326946826
948	0.07321646508
949	0.07314435335
950	0.07307389049
951	0.07302162449
952	0.07298055276
953	0.07290227767
954	0.07284838467
955	0.07279279276
956	0.0727432992
957	0.07268521007
958	0.07263313963
959	0.07255434471
960	0.07250144814
961	0.07247954253
962	0.07242355184
963	0.07236971374
964	0.0722872102
965	0.07225767451
966	0.07220096394
967	0.07216217618
968	0.07212725345
969	0.07209412179
970	0.07204288396
971	0.07194777601
972	0.07190040732
973	0.07184550902
974	0.07178973869
975	0.07174033558
976	0.07168712329
977	0.07166538035
978	0.07163627334
979	0.07158365357
980	0.07151831343
981	0.07146631567
982	0.07140931519
983	0.07136510633
984	0.07130432615
985	0.07126822595
986	0.07121273612
987	0.07112541175
988	0.07112284571
989	0.07108423802
990	0.07103676298
991	0.07096791745
992	0.07091924622
993	0.07086371298
994	0.07082824815
995	0.07082713231
996	0.07073717326
997	0.07069067479
998	0.07063271302
999	0.07060342415
